PMID,DB.ID,REF.SENTENCE,ASSOCIATION.CLASS
34915100,id175797,"Amyloid β-peptide (Aβ) is the driven force of Alzheimer's disease (AD), and reducing Aβ production could be a potential therapeutic strategy for AD. sAPPα appears to have the ability to specifically inhibit β-cleavage of APP without inhibiting BACE1 completely, direct administration of sAPPα may not be clinically applicable due to the low permeability of blood-brain barrier (BBB).",A
34534363,id175798,"Previous works suggest that high BACE1 activity may be present in brain, cerebrospinal fluid and serum of patients with late-onset Alzheimer's disease (LOAD) as well as mild cognitive impairment (MCI).",A
34189821,id175799,"We hypothesise that there are multiple mechanisms responsible for segregating APP and BACE1 during transit through the Golgi, and that perturbation in Golgi morphology associated with Alzheimer's disease, and or changes in cholesterol metabolism associated with Alzheimer's disease risk factors, may lead to a loss of partitioning and enhanced Aβ production.",A
33705837,id175800,The present findings suggest that P. tuberosa may be considered as a promising dietary supplement that can significantly ameliorate cognitive decline caused by BACE1 in Alzheimer's disease (AD).,A
33066807,id175801,"β-Secretase1 (BACE1) protein concentrations and rates of enzyme activity, analyzed in human bodily fluids, are promising candidate biological markers for guidance in clinical trials investigating BACE1 inhibitors to halt or delay the dysregulation of the amyloid-β pathway in Alzheimer's disease (AD).",X
31627825,id175802,"We investigated whether key biological factors such as sex, apolipoprotein E (APOE ε4) allele, and age affect longitudinal plasma BACE1 concentrations in a large monocenter cohort of individuals at risk for Alzheimer's disease.",X
31290061,id175803,"Previous studies have suggested that cerebrospinal fluid (CSF) β-secretase activity may be a candidate diagnostic biomarker for Alzheimer's disease (AD), but biochemical characterization of BACE1 protein in CSF is needed.",A
28800329,id175804,Verubecestat is a potent BACE1 enzyme inhibitor currently being investigated in Phase III trials for the treatment of mild-to-moderate and prodromal Alzheimer's disease.,X
28637867,id175805,"In conclusion, therapeutic Alzheimer disease prevention strategies aimed at decreasing BACE1 protein levels should be regarded with caution, because adverse effects in copper homeostasis may occur.",A
28281673,id175806,"Assessing BACE1 (β-site APP cleaving enzyme 1) knockout mice for general health and neurological function may be useful in predicting risks associated with prolonged pharmacological BACE1 inhibition, a treatment approach currently being developed for Alzheimer's disease.",A
27302062,id175807,These studies suggest that therapies able to accelerate BACE1 degradation (e.g. by increasing BACE1 ubiquitination) may represent a potential treatment for Alzheimer disease.,A
26139848,id175808,The BACE1 substrates identified in CSF may serve as biomarkers to monitor BACE1 activity in Alzheimer patients treated with BACE inhibitors.,A
24935721,id175809,Our work provides a new insight that BACE1 overexpression not only promotes neuritic plaque formation but may also potentiate neurodegeneration mediated by SET elevation in Alzheimer-associated dementia in DS.,A
24612608,id175810,"Because the endosomal localization of BACE1 affects its function as the β-secretase by increasing amyloidogenic processing of the amyloid precursor protein, flotillins may play a novel role in Alzheimer's disease.",A
23837729,id175811,"This patent review covers the contents of Hoffman-La Roche and Siena Biotech's patent application WO2012156284 titled '1,3-Oxazines as BACE1 and/or BACE2 Inhibitors.' Beta-site amyloid precursor protein-converting enzyme (BACE1) and BACE2 activities are reported to support the claimed compounds' use as therapeutics for Alzheimer's disease and type II diabetes, respectively.",X
22171895,id175812,Further understanding of BACE1 trafficking and its regulation may offer new therapeutic approaches for the treatment of Alzheimer's disease.,A
22166376,id175813,"As a transcription factor binding site of the BACE1 promoter, peroxisome proliferator-activated receptor-γ (PPARγ) response element regulates the activity of the BACE1 promoter activity, indicating that PPARγ may become a potential target for Alzheimer's disease treatment.",A
21190943,id175814,Our data caution that therapeutic BACE1 activity inhibition in Alzheimer disease patients may affect Na(v)1 metabolism and alter neuronal membrane excitability in Alzheimer disease patients.,A
20164582,id175815,"Several studies have shown that reduced amyloid-beta 1-42 (Abeta(42)) and increased tau levels in cerebrospinal fluid (CSF) reflect increased Alzheimer's disease (AD) pathology in the brain. beta-site APP cleaving enzyme (BACE1) is thought to be the major beta-secretase involved in Abeta production in the brain, and therefore we investigated the relation between BACE1 activity and CSF markers Abeta(40), Abeta(42), total tau (t-tau), and tau phosphorylated at threonine 181 (p-tau) in CSF of control (n=12), mild cognitive impairment (n=18), and AD (n=17) subjects.",X
19405102,id175816,"Given the crucial role of Abeta accumulation in Alzheimer's disease (AD), inhibition of BACE1 activity may represent a feasible therapeutic strategy in the treatment of AD.",A
18695942,id175817,The identification of the aspartic protease BACE1 (beta-secretase) was a defining event in research aimed at understanding the molecular mechanisms that underlie Alzheimer's disease (AD) pathogenesis.,X
18587408,id175818,These data show that BACE1 mRNA expression is under the control of a regulatory noncoding RNA that may drive Alzheimer's disease-associated pathophysiology.,A
17576410,id175819,BACE1 inhibitors may normalize membrane excitability in Alzheimer's disease patients with elevated BACE1 activity.,A
12707937,id175820,"We conclude that sequence variation in the BACE1 or BACE 2 gene is not a significant risk factor for AD; however, a combination of a specific BACE1 allele and APOE epsilon 4 may increase the risk for Alzheimer disease over and above that attributed to APOE epsilon 4 alone.",A
31264051,id175821,"In conclusion, plasma BACE1-AS level may serve as a potent blood-based biomarker for Alzheimer's disease.",A
23837729,id175822,"This patent review covers the contents of Hoffman-La Roche and Siena Biotech's patent application WO2012156284 titled '1,3-Oxazines as BACE1 and/or BACE2 Inhibitors.' Beta-site amyloid precursor protein-converting enzyme (BACE1) and BACE2 activities are reported to support the claimed compounds' use as therapeutics for Alzheimer's disease and type II diabetes, respectively.",X
28504037,id175823,"K and -116A BCHE variants were associated with decrease in plasma BChE activity, and their influence has been investigated in diseases with a cholinergic deficit such as Alzheimer's disease (AD) and dementia with Lewy bodies (DLB).",X
32048886,id175824,"In this review, we summarized the recent findings and mechanisms covering different kinds of organelle-specific autophagy, as well as their involvement in various diseases, aiming to arouse concern about the significance of the quality control of multiple organelles in the treatment of inflammatory diseases.Abbreviations: ABCD3: ATP binding cassette subfamily D member 3; AD: Alzheimer disease; ALS: amyotrophic lateral sclerosis; AMBRA1: autophagy and beclin 1 regulator 1; AMPK: AMP-activated protein kinase; ARIH1: ariadne RBR E3 ubiquitin protein ligase 1; ATF: activating transcription factor; ATG: autophagy related; ATM: ATM serine/threonine kinase; BCL2: BCL2 apoptosis regulator; BCL2L11/BIM: BCL2 like 11; BCL2L13: BCL2 like 13; BECN1: beclin 1; BNIP3: BCL2 interacting protein 3; BNIP3L/NIX: BCL2 interacting protein 3 like; CALCOCO2/NDP52: calcium binding and coiled-coil domain 2; CANX: calnexin; CAT: catalase; CCPG1: cell cycle progression 1; CHDH: choline dehydrogenase; COPD: chronic obstructive pulmonary disease; CSE: cigarette smoke exposure; CTSD: cathepsin D; DDIT3/CHOP: DNA-damage inducible transcript 3; DISC1: DISC1 scaffold protein; DNM1L/DRP1: dynamin 1 like; EIF2AK3/PERK: eukaryotic translation initiation factor 2 alpha kinase 3; EIF2S1/eIF2α: eukaryotic translation initiation factor 2 alpha kinase 3; EMD: emerin; EPAS1/HIF-2α: endothelial PAS domain protein 1; ER: endoplasmic reticulum; ERAD: ER-associated degradation; ERN1/IRE1α: endoplasmic reticulum to nucleus signaling 1; FBXO27: F-box protein 27; FKBP8: FKBP prolyl isomerase 8; FTD: frontotemporal dementia; FUNDC1: FUN14 domain containing 1; G3BP1: G3BP stress granule assembly factor 1; GBA: glucocerebrosidase beta; HIF1A/HIF1: hypoxia inducible factor 1 subunit alpha; IMM: inner mitochondrial membrane; LCLAT1/ALCAT1: lysocardiolipin acyltransferase 1; LGALS3/Gal3: galectin 3; LIR: LC3-interacting region; LMNA: lamin A/C; LMNB1: lamin B1; LPS: lipopolysaccharide; MAPK8/JNK: mitogen-activated protein kinase 8; MAMs: mitochondria-associated membranes; MAP1LC3B/LC3B: microtubule-associated protein 1 light chain 3 beta; MFN1: mitofusin 1; MOD: multiple organelles dysfunction; MTPAP: mitochondrial poly(A) polymerase; MUL1: mitochondrial E3 ubiquitin protein ligase 1; NBR1: NBR1 autophagy cargo receptor; NLRP3: NLR family pyrin domain containing 3; NUFIP1: nuclear FMR1 interacting protein 1; OMM: outer mitochondrial membrane; OPTN: optineurin; PD: Parkinson disease; PARL: presenilin associated rhomboid like; PEX3: peroxisomal biogenesis factor 3; PGAM5: PGAM family member 5; PHB2: prohibitin 2; PINK1: PTEN induced putative kinase 1; PRKN: parkin RBR E3 ubiquitin protein ligase; RB1CC1/FIP200: RB1 inducible coiled-coil 1; RETREG1/FAM134B: reticulophagy regulator 1; RHOT1/MIRO1: ras homolog family member T1; RIPK3/RIP3: receptor interacting serine/threonine kinase 3; ROS: reactive oxygen species; RTN3: reticulon 3; SEC62: SEC62 homolog, preprotein translocation factor; SESN2: sestrin2; SIAH1: siah E3 ubiquitin protein ligase 1; SNCA: synuclein alpha; SNCAIP: synuclein alpha interacting protein; SQSTM1/p62: sequestosome 1; STING1: stimulator of interferon response cGAMP interactor 1; TAX1BP1: Tax1 binding protein 1; TBK1: TANK binding kinase 1; TFEB: transcription factor EB; TICAM1/TRIF: toll-like receptor adaptor molecule 1; TIMM23: translocase of inner mitochondrial membrane 23; TNKS: tankyrase; TOMM: translocase of the outer mitochondrial membrane; TRIM: tripartite motif containing; UCP2: uncoupling protein 2; ULK1: unc-51 like autophagy activating kinase; UPR: unfolded protein response; USP10: ubiquitin specific peptidase 10; VCP/p97: valosin containing protein; VDAC: voltage dependent anion channels; XIAP: X-linked inhibitor of apoptosis; ZNHIT3: zinc finger HIT-type containing 3.",X
